date,ticker,sector,open,high,low,close,volume,source,return_1d,return_5d,return_20d,close_norm_20d,rsi_14_norm,macd_diff_norm,bb_pband,volume_ratio_20d,atr_norm
2023-10-19,AAPL,Technology,173.84,175.62,173.0,173.27,59302900,yfinance,-0.002130845427320782,-0.029027738862426378,0.00879133674895205,-0.03289519901876587,0.6141304347826091,,0.49177620024530855,1.1094171345680561,0.01754487216482947
2023-10-20,AAPL,Technology,173.12,173.23,170.48,170.72,64244000,yfinance,-0.014716915796156305,-0.03340505039066921,-0.010949539424135457,-0.8229166353815721,0.476681127982646,,0.2942708411546073,1.1934601194296084,0.017581001472754064
2023-10-23,AAPL,Technology,168.77,171.84,167.81,170.84,55980100,yfinance,0.0007029053420806175,-0.03201314522069243,-0.01748332183114787,-0.7258019058518741,0.5171213000580385,,0.3185495235370312,1.0305538038606303,0.018045288824965724
2023-10-24,AAPL,Technology,170.89,171.5,169.31,171.27,43816600,yfinance,0.0025169749473190617,-0.020978621241568463,0.008597844649902875,-0.6245390066364676,0.49330085261875767,,0.3438652483408828,0.8223560056822415,0.017578760353326842
2023-10-25,AAPL,Technology,169.73,170.9,168.52,168.96,57157000,yfinance,-0.013487475915221592,-0.026952315134761484,0.0039215686274509665,-1.4064288555431634,0.3925714285714289,,0.14839278611420972,1.082651195079702,0.017823322510822533
2023-10-26,AAPL,Technology,168.24,169.24,163.6,164.8,70625300,yfinance,-0.024621212121212155,-0.048883245801350506,-0.022306597057427546,-2.415243306250478,0.22605965463108305,,-0.10381082656261985,1.3198500208231736,0.0186589805825243
2023-10-27,AAPL,Technology,164.82,166.85,164.75,166.12,58499100,yfinance,0.008009708737864107,-0.0269447047797563,-0.017448394156266533,-1.8624893595884147,0.21952506596306065,-0.006768032656708248,0.03437766010289697,1.0864957734199856,0.018033435382339813
2023-10-30,AAPL,Technology,166.91,169.03,166.76,168.16,51131000,yfinance,0.012280279316156939,-0.01568719269491925,-0.019932393052803477,-1.2095224623894851,0.3039215686274507,-0.005735319635027887,0.19761938440262916,0.9505613649444733,0.018311641973630575
2023-10-31,AAPL,Technology,167.23,168.76,165.8,168.64,44846000,yfinance,0.0028544243577544037,-0.01535587084720047,-0.009456681350954566,-1.0420553895006435,0.27142124166238984,-0.004610972478743345,0.2394861526248392,0.8374151236282487,0.01857295337489836
2023-11-01,AAPL,Technology,168.86,172.05,167.99,171.8,56934900,yfinance,0.01873814041745736,0.016808712121212155,0.001807685579334084,-0.22371999014726526,0.3471264367816097,-0.0023911780255277573,0.44407000246318373,1.059281149916035,0.01856394478629637
2023-11-02,AAPL,Technology,173.33,175.56,173.27,175.35,77334800,yfinance,0.020663562281722836,0.06401699029126195,0.015226956924502044,0.6594465382571925,0.4729441840647633,0.0004297784078305793,0.6648616345642984,1.4012728812725515,0.018192187054462513
2023-11-03,AAPL,Technology,172.06,174.61,171.18,174.44,79829200,yfinance,-0.00518962075848306,0.050084276426679564,-0.004735550864380711,0.4382485748179292,0.4577319587628864,0.0018692162005191203,0.6095621437044825,1.4174951156034519,0.018954532053591912
2023-11-06,AAPL,Technology,174.18,177.19,174.01,176.99,63841300,yfinance,0.014618206833295178,0.052509514747859365,0.0013578500707214225,1.0922009447773373,0.5405940594059409,0.0035940524423389553,0.7730502361943342,1.112419032607206,0.018402976762206105
2023-11-07,AAPL,Technology,176.94,180.16,176.73,179.55,70530000,yfinance,0.014464094016611195,0.06469402277039871,0.01924386920980936,1.620223486054894,0.6114673708034709,0.005381707389742001,0.9050558715137236,1.200894617964229,0.018534431316386206
2023-11-08,AAPL,Technology,180.07,181.16,179.32,180.61,49340300,yfinance,0.005903648008911189,0.05128055878928994,0.01723458180794135,1.7475041921923036,0.6349264705882353,0.006610038674750861,0.9368760480480762,0.8388258040221401,0.01811717433776013
2023-11-09,AAPL,Technology,180.67,181.82,179.54,180.13,53763500,yfinance,-0.0026576601517082077,0.02725976618192183,0.009414401793219396,1.5732457586855209,0.6872264226024669,0.006906917275495054,0.8933114396713797,0.9163447553373053,0.01796321704166038
